name	delta.rank.x	pval.x	level.x	nseqs.x	term.x	p.adj.x	delta.rank.y	pval.y	level.y	nseqs.y	term.y	p.adj.y
regulation of intracellular transport	1206	8.62875240145853e-06	2	126	GO:0032386	0.00125234574626623	-832	0.00110812595618618	2	117	GO:0032386	0.0274439904149013
regulation of nucleocytoplasmic transport	1332	0.000216217689311412	2	71	GO:0042306;GO:0046822;GO:1900180	0.0172595770492835	-933	0.00628085102442669	2	65	GO:0042306;GO:0046822;GO:1900180	0.0817309046441287
regulation of nucleoside metabolic process	565	0.00255521454506446	3	268	GO:0009118;GO:0030811;GO:0043087;GO:0033124;GO:0033121;GO:0043547	0.0781066574776497	-701	7.15368825816161e-05	2	248	GO:0009118;GO:0030811;GO:0043087;GO:0033124;GO:0033121;GO:0043547	0.00488199480906984
response to biotic stimulus	-604	0.00161087307326462	2	256	GO:0009607;GO:0043207	0.0608165777735448	-663	0.00027903272698212	2	232	GO:0043207;GO:0009607	0.0102945240131567
response to other organism	-660	0.00401435989630118	2	177	GO:0051707	0.0949470455473309	-834	0.000137956958014808	3	160	GO:0051707	0.0067248542549758
RNA biosynthetic process	537	4.49489287907357e-08	2	1054	GO:0006351;GO:0032774	1.79402412036024e-05	-257	0.00560899743255679	2	978	GO:0006351;GO:0032774	0.0752465255720032
single-organism biosynthetic process	368	0.00325723962242444	2	620	GO:0044711	0.0859534389619937	683	1.31987064611002e-08	2	554	GO:0044711	5.7904610774341e-06
single-organism organelle organization	561	1.42659464652269e-07	3	879	GO:1902589	3.81811817270944e-05	-407	5.21562936815724e-05	3	814	GO:1902589	0.00408459699697036
small molecule catabolic process	800	0.000834067205927168	2	162	GO:0046395;GO:0016054;GO:0044282	0.0416121341957101	639	0.00464734196629834	3	150	GO:0046395;GO:0016054;GO:0044282	0.0682870199928335
translation	-1167	2.15788056664204e-08	5	215	GO:0006412	9.84301807041148e-06	1022	8.7287590700439e-08	2	211	GO:0006412	2.43691082764589e-05
tRNA aminoacylation for protein translation	-2737	9.52556164192274e-06	6	24	GO:0006418;GO:0043039;GO:0043038	0.00132239644881127	-2255	8.21655651880415e-05	7	23	GO:0006418;GO:0043039;GO:0043038	0.00499736342738546
