name	delta.rank.x	pval.x	level.x	nseqs.x	term.x	p.adj.x	delta.rank.y	pval.y	level.y	nseqs.y	term.y	p.adj.y
establishment or maintenance of cell polarity	-1338	1.40576538084798e-05	3	80	GO:0007163	0.00166437771678109	-895	0.000990447630793384	3	70	GO:0007163	0.037121977202136
inner ear receptor stereocilium organization	-1665	0.00244246260076642	2	25	GO:0060122	0.0462455424015648	-1549	0.00081788730681218	2	24	GO:0060122	0.0326931244245535
intracellular signal transduction	-474	5.70659683228204e-05	2	578	GO:0035556	0.00427438021266784	-401	0.000143710483541232	3	490	GO:0035556	0.00961833736272389
kidney morphogenesis	-1927	3.34144617194798e-05	2	35	GO:0071910;GO:0060993;GO:0003283;GO:0035469;GO:0071907;GO:0071908;GO:0071909;GO:0072189	0.00324190590309065	-1654	3.71362089891152e-05	2	32	GO:0071910;GO:0060993;GO:0003283;GO:0035469;GO:0071907;GO:0071908;GO:0071909;GO:0072189	0.00359965115408286
lung cell differentiation	-2638	0.000869063569242681	2	12	GO:0060479;GO:0060487	0.0232077758360372	-2491	0.000504888825497457	3	10	GO:0060479;GO:0060487	0.0223471297639278
lung development	-1319	0.000375366667407402	3	55	GO:0030324	0.0129522588270577	-1091	0.00111237812343603	3	46	GO:0030324	0.0390861863122335
maintenance of organ identity	-1938	0.000246980373148083	2	27	GO:0048496	0.00961571367022413	-1765	9.92637009686641e-05	3	25	GO:0048496	0.0068056161810467
microtubule-based movement	-1214	9.78292030018242e-09	2	171	GO:0007018	5.0072247069767e-06	-1267	1.13799464770774e-11	2	150	GO:0007018	6.39780590941291e-09
microtubule-based process	-627	5.32021751477741e-05	3	324	GO:0007017	0.00408459699697036	-952	2.11174251407846e-12	3	290	GO:0007017	1.48402705176864e-09
modification of morphology or physiology of other organism	1229	0.00270543173019222	2	45	GO:0035821	0.0482024860498801	1374	0.000338784230995034	2	35	GO:0035821	0.0173149540604916
negative regulation of cell proliferation	-860	7.67274892162692e-05	3	162	GO:0008285	0.00494987364349869	-589	0.00243090811181746	2	138	GO:0008285	0.071180028149155
negative regulation of coagulation	1657	0.0069600888015098	2	20	GO:0030195;GO:0050819;GO:1900047;GO:0042730	0.087600134055068	2829	1.32442877174819e-06	3	15	GO:0030195;GO:0050819;GO:1900047;GO:0042730	0.000186148463869208
negative regulation of metabolic process	-467	3.37808495274832e-05	5	637	GO:0010605;GO:0031324;GO:0009892	0.00324190590309065	-327	0.00109399582718819	2	551	GO:0010605;GO:0031324;GO:0009892	0.0389895817436416
negative regulation of response to stimulus	-558	6.10439309519699e-05	3	405	GO:0009968;GO:0010648;GO:0023057;GO:0048585	0.00444689928277391	-364	0.00294774946882959	2	359	GO:0009968;GO:0010648;GO:0023057;GO:0048585	0.0836982197664644
organonitrogen compound biosynthetic process	708	1.40911171072316e-05	2	292	GO:1901566	0.00166437771678109	465	0.00165191379342484	4	242	GO:1901566	0.0527673826513321
oxidation-reduction process	844	5.02200995951985e-15	3	699	GO:0055114	1.54225925856855e-11	361	0.000221899864349464	3	580	GO:0055114	0.0133836421536293
phosphorylation	-481	4.50560876714302e-05	5	576	GO:0016310;GO:0006468	0.0037565359048767	-440	2.98218533417943e-05	5	492	GO:0016310;GO:0006468	0.00310478628680681
photoreceptor cell maintenance	-1541	0.000464227232263	3	39	GO:0045494	0.0148504357320799	-1330	0.00036124507954963	2	37	GO:0045494	0.0178150862914739
protein folding	1082	3.60506221301437e-05	4	111	GO:0006457	0.00335489274429307	1124	1.02467428139813e-06	2	98	GO:0006457	0.000169432906177067
protein modification by small protein conjugation or removal	-811	3.90889065192849e-11	8	529	GO:0016567;GO:0032446;GO:0070647	6.0021015960362e-08	-625	2.60196341701112e-08	2	430	GO:0016567;GO:0032446;GO:0070647	7.31411916521826e-06
regulation of canonical Wnt signaling pathway	-916	0.00193301941478014	2	87	GO:0060828	0.0406596070054097	-1049	3.30229347385418e-05	2	81	GO:0060828	0.00331526676964432
regulation of catabolic process	-528	0.000255506049693798	4	376	GO:0009894;GO:0031329	0.0096871491186377	-408	0.00129932754555139	4	332	GO:0009894;GO:0031329	0.0443559908451147
regulation of cell communication	-543	2.74994683571271e-09	2	1009	GO:0009966;GO:0010646;GO:0023051	1.68901734649475e-06	-324	6.5673543325283e-05	2	874	GO:0009966;GO:0010646;GO:0023051	0.00512800917464918
regulation of cell cycle	-446	0.00126628695840488	2	411	GO:0051726	0.0298996722174552	-569	4.63711203417058e-06	2	348	GO:0051726	0.000577591589817597
regulation of cellular component organization	-422	7.69610363362678e-05	2	713	GO:0051128	0.00494987364349869	-278	0.00367547737790299	2	604	GO:0051128	0.097469499144201
regulation of developmental process	-553	2.32381956221027e-07	2	710	GO:0050793;GO:2000026	5.48957682734441e-05	-286	0.0027054333397458	2	612	GO:2000026;GO:0050793	0.0776017665104637
regulation of epithelial to mesenchymal transition	1495	0.00287658234511662	3	30	GO:0010717;GO:0010718;GO:0010770	0.050193093078711	1816	4.40579132682509e-05	2	26	GO:0010717;GO:0010718;GO:0010770	0.00387021231865792
regulation of intracellular protein transport	-838	0.00760532440104224	3	77	GO:0033157	0.0920761234999867	-881	0.00109575843391949	2	71	GO:0033157	0.0389895817436416
regulation of intracellular transport	-832	0.00110812595618618	2	117	GO:0032386	0.0274439904149013	-759	0.000504794836718497	2	109	GO:0032386	0.0223471297639278
regulation of mitotic cell cycle	-680	0.000215999948344551	5	228	GO:0007346	0.00925825010774679	-807	1.28826442582426e-06	2	189	GO:0007346	0.000186148463869208
regulation of molecular function	-368	6.22652781371794e-05	3	997	GO:0050790;GO:0065009	0.00444689928277391	-307	0.000175036962035551	3	858	GO:0050790;GO:0065009	0.0109339755618208
regulation of nucleocytoplasmic transport	-933	0.00628085102442669	2	65	GO:0042306;GO:0046822;GO:1900180	0.0817309046441287	-914	0.00200728526361813	4	59	GO:0042306;GO:0046822;GO:1900180	0.0600263710216017
regulation of nucleoside metabolic process	-701	7.15368825816161e-05	2	248	GO:0009118;GO:0030811;GO:0043087;GO:0033124;GO:0033121;GO:0043547	0.00488199480906984	-453	0.0034670011234532	2	219	GO:0009118;GO:0030811;GO:0043087;GO:0033124;GO:0033121;GO:0043547	0.0929118206302274
regulation of nucleotide metabolic process	-845	4.45520903644772e-08	2	327	GO:0006140;GO:1900542	1.52021632788122e-05	-554	5.53404086163614e-05	2	281	GO:0006140;GO:1900542	0.00457534966531153
regulation of osteoblast proliferation	-1893	0.00580958762700496	2	16	GO:0033688	0.076571860955074	-2159	0.000588433756852014	2	13	GO:0033688	0.0250619286441062
regulation of phosphorus metabolic process	-572	3.57254412255778e-08	6	758	GO:0019220;GO:0051174	1.37141037504687e-05	-336	0.000300012234483961	3	648	GO:0019220;GO:0051174	0.0159119696440456
regulation of planar cell polarity pathway involved in neural tube closure	-2231	0.00235483687634464	3	14	GO:2000167	0.0457702787800911	-2371	0.000287758227627532	3	12	GO:2000167	0.015555545728096
regulation of Ras GTPase activity	-789	0.000731328001873994	4	140	GO:0032318;GO:0032320	0.0204984206261513	-657	0.00134275415895284	2	124	GO:0032318;GO:0032320	0.0449343088192433
RNA biosynthetic process	-257	0.00560899743255679	2	978	GO:0006351;GO:0032774	0.0752465255720032	-326	7.82217413101719e-05	3	843	GO:0006351;GO:0032774	0.00594273823845657
single-organism organelle organization	-407	5.21562936815724e-05	3	814	GO:1902589	0.00408459699697036	-726	4.60682784846843e-16	2	704	GO:1902589	6.47489654102238e-13
sodium ion transport	1082	0.000564976557329696	2	77	GO:0006814	0.0166831058419182	855	0.00303875024996863	2	62	GO:0006814	0.0854192695266182
specification of symmetry	-1330	0.000205752247254734	3	59	GO:0007368;GO:0009855;GO:0009799	0.00923337609754214	-1252	6.00337191215955e-05	3	53	GO:0007368;GO:0009855;GO:0009799	0.004821565270023
translation	1022	8.7287590700439e-08	2	211	GO:0006412	2.43691082764589e-05	921	1.47491250245492e-08	3	199	GO:0006412	4.60664338266753e-06
translational initiation	1146	0.00241405101972347	2	53	GO:0006413	0.0462455424015648	967	0.00194608477227788	3	53	GO:0006413	0.0588219816653024
tRNA aminoacylation for protein translation	-2255	8.21655651880415e-05	7	23	GO:0006418;GO:0043039;GO:0043038	0.00499736342738546	-1735	0.000241955975117963	8	23	GO:0006418;GO:0043039;GO:0043038	0.0141695467928457
tRNA metabolic process	-828	0.00756791176186078	2	79	GO:0006399	0.0920761234999867	-984	0.00043842621104933	2	66	GO:0006399	0.0205402679876611
Wnt signaling pathway	-633	0.00435749523273389	3	155	GO:0016055	0.065597391469244	-593	0.00204302029016618	4	141	GO:0016055	0.0604518951121803
